Sentence #,Word,POS
2487,be,VB
2487,completed,VB
2487,and,CC
2487,processed,VB
2487,follows,VB
2487,the,DT
2487,employee,NN
2487,shall,MD
2487,include,VB
2487,the,DT
2487,below,IN
2487,information,NN
2487,in,IN
2487,the,DT
2487,``,``
2487,description,NN
2487,of,IN
2487,activity,NN
2487,'',''
2487,portion,NN
2487,of,IN
2487,the,DT
2487,overtime,JJ
2487,report,NN
2487,form,NN
2487,2.24.,CD
2487,name,NN
2487,of,IN
2487,the,DT
2487,physician,NN
2487,practitioner,NN
2487,or,CC
2487,therapist,NN
2487,conducting,NN
2487,such,JJ
2487,examination,NN
2487,and/or,CC
2487,treatment,NN
2487,name,NN
2487,of,IN
2487,the,DT
2487,supervisor,NN
2487,notified,VB
2487,of,IN
2487,the,DT
2487,date,NN
2487,and,CC
2487,time,NN
2487,of,IN
2487,the,DT
2487,examination,NN
2487,and/or,CC
2487,treatment,NN
2487,and,CC
2487,the,DT
2487,date,NN
2487,and,CC
2487,time,NN
2487,of,IN
2487,such,JJ
2487,notification,NN
2487,c.,NN
2487,``,``
2487,pending,JJ
2487,iod,NN
2487,status,NN
2487,'',''
2487,shall,MD
2487,be,VB
2487,written,VB
2487,in,IN
2487,the,DT
2487,lower,JJ
2487,right-hand,NN
2487,corner,NN
2487,the,DT
2487,employee,NN
2487,shall,MD
2487,submit,VB
2487,the,DT
2487,green,JJ
2487,copy,NN
2487,of,IN
2487,the,DT
2487,overtime,JJ
2487,report,NN
2487,for,IN
2487,supervisory,JJ
2487,approval,NN
2487,and,CC
2487,retain,VB
2487,the,DT
2487,yellow,JJ
2487,copy,NN
2487,following,VB
2487,approval,NN
2487,the,DT
2487,green,JJ
2487,copy,NN
2487,of,IN
2487,the,DT
2487,overtime,JJ
2487,report,NN
2487,shall,MD
2487,be,VB
2487,submitted,VB
2487,to,TO
2487,the,DT
2487,divisional,JJ
2487,timekeeper,NN
2487,and,CC
2487,shall,MD
2487,be,VB
2487,held,VB
2487,until,IN
2487,such,JJ
2487,time,NN
2487,decision,NN
2487,is,VB
2487,made,VB
2487,to,TO
2487,the,DT
2487,concerned,VB
2487,employee,NN
2487,'s,PRP$
2487,iod,NN
2487,status,NN
2488,once,RB
2488,decision,NN
2488,is,VB
2488,made,VB
2488,to,TO
2488,the,DT
2488,iod,NN
2488,status,NN
2488,the,DT
2488,overtime,NN
2488,reports,NN
2488,shall,MD
2488,be,VB
2488,processed,VB
2488,follows,VB
2488,if,IN
2488,it,PRP
2488,is,VB
2488,determined,VB
2488,that,IN
2488,the,DT
2488,employee,NN
2488,'s,PRP$
2488,illness,NN
2488,or,CC
2488,injury,NN
2488,is,VB
2488,duty-related,JJ
2488,overtime,JJ
2488,reports,NN
2488,submitted,VB
2488,pursuant,NN
2488,to,TO
2488,paragraph,VB
2488,c.1,NN
2488,shall,MD
2488,be,VB
2488,processed,VB
2488,and,CC
2488,the,DT
2488,employee,NN
2488,compensated,VB
2489,prior,JJ
2489,to,TO
2489,the,DT
2489,processing,NN
2489,of,IN
2489,such,JJ
2489,report,NN
2489,the,DT
2489,timekeeper,NN
2489,shall,MD
2489,add,VB
2489,the,DT
2489,worker,NN
2489,'s,PRP$
2489,compensation,NN
2489,number,NN
2489,to,TO
2489,each,DT
2489,overtime,JJ
2489,report,NN
2490,if,IN
2490,it,PRP
2490,is,VB
2490,determined,VB
2490,that,IN
2490,the,DT
2490,employee,NN
2490,'s,PRP$
2490,illness,NN
2490,or,CC
2490,injury,NN
2490,is,VB
2490,not,RB
2490,duty-related,JJ
2490,the,DT
2490,timekeeper,NN
2490,shall,MD
2490,write,VB
2490,``,``
2490,denied,JJ
2490,iod,NN
2490,'',''
2490,and,CC
2490,the,DT
2490,date,NN
2490,of,IN
2490,notification,NN
2490,of,IN
2490,such,JJ
2490,duty,NN
2490,status,NN
2490,on,IN
2490,all,DT
2490,overtime,NN
2490,reports,NN
2490,completed,VB
2490,58,CD
2490,pursuant,NN
2490,to,TO
2490,paragraph,VB
2490,c.1,NN
2491,the,DT
2491,green,JJ
2491,copy,NN
2491,of,IN
2491,the,DT
2491,overtime,JJ
2491,report,NN
2491,shall,MD
2491,be,VB
2491,retained,VB
2491,and,CC
2491,no,DT
2491,compensation,NN
2491,shall,MD
2491,be,VB
2491,granted,VB
2491,the,DT
2491,employee,NN
2492,any,DT
2492,of,IN
2492,the,DT
2492,following,NN
2492,may,MD
2492,be,VB
2492,ground,NN
2492,for,IN
2492,denial,NN
2492,of,IN
2492,compensation,NN
2492,for,IN
2492,such,JJ
2492,time,NN
2492,in,IN
2492,the,DT
2492,event,NN
2492,the,DT
2492,illness,NN
2492,or,CC
2492,injury,NN
2492,is,VB
2492,determined,VB
2492,to,TO
2492,be,VB
2492,duty-related,JJ
2492,failure,NN
2492,to,TO
2492,notify,VB
2492,supervisor,NN
2492,of,IN
2492,the,DT
2492,date,NN
2492,and,CC
2492,time,NN
2492,of,IN
2492,medical,JJ
2492,examination,NN
2492,and/or,CC
2492,treatment,NN
2492,prior,JJ
2492,to,TO
2492,the,DT
2492,date,NN
2492,of,IN
2492,such,JJ
2492,examination,NN
2492,and/or,CC
2492,treatment,NN
2492,or,CC
2492,failure,NN
2492,to,TO
2492,include,VB
2492,the,DT
2492,information,NN
2492,specified,VB
2492,in,IN
2492,paragraph,NN
2492,above,IN
2492,or,CC
2492,c.,NN
2492,failure,NN
2492,to,TO
2492,complete,VB
2492,the,DT
2492,overtime,JJ
2492,report,NN
2492,in,IN
2492,timely,RB
2492,manner,NN
2492,specified,VB
2492,in,IN
2492,article,NN
2492,6.2.b.1,CD
2493,article,NN
2493,6.1,CD
2493,non-regularly,JJ
2493,scheduled,VB
2493,workshift,NN
2493,cancellation,NN
2493,notwithstanding,VB
2493,the,DT
2493,provision,NN
2493,of,IN
2493,articles,NN
2493,4.1,CD
2493,and,CC
2493,4.2,CD
2493,the,DT
2493,party,NN
2493,recognize,NN
2493,that,IN
2493,the,DT
2493,department,NN
2493,may,MD
2493,require,VB
2493,additional,JJ
2493,staffing,NN
2494,the,DT
2494,department,NN
2494,shall,MD
2494,permit,VB
2494,employee,NN
2494,to,TO
2494,volunteer,VB
2494,to,TO
2494,work,VB
2494,such,JJ
2494,additional,JJ
2494,shift,NN
2494,or,CC
2494,portion,NN
2494,of,IN
2494,shift,NN
2494,when,WRB
2494,required,VB
2495,when,WRB
2495,an,DT
2495,employee,NN
2495,is,VB
2495,requested,VB
2495,to,TO
2495,work,VB
2495,or,CC
2495,volunteer,VB
2495,for,IN
2495,other,JJ
2495,than,IN
2495,regularly,RB
2495,scheduled,VB
2495,work,NN
2495,shift,NN
2495,indicated,VB
2495,in,IN
2495,the,DT
2495,posted,JJ
2495,dp,NN
2495,work,NN
2495,schedule,NN
2495,and,CC
2495,report,NN
2495,to,TO
2495,work,VB
2495,and,CC
2495,the,DT
2495,employee,NN
2495,'s,PRP$
2495,service,NN
2495,are,VB
2495,not,RB
2495,needed,VB
2495,the,DT
2495,employee,NN
2495,shall,MD
2495,be,VB
2495,entitled,VB
2495,to,TO
2495,minimum,VB
2495,of,IN
2495,four,CD
2495,hour,NN
2495,straight,JJ
2495,time,NN
2495,either,CC
2495,in,IN
2495,time,NN
2495,or,CC
2495,cash,NN
2495,at,IN
2495,the,DT
2495,discretion,NN
2495,of,IN
2495,the,DT
2495,chief,NN
2495,of,IN
2495,police,NN
2496,this,DT
2496,provision,NN
2496,does,VB
2496,not,RB
2496,apply,VB
2496,to,TO
2496,unusual,JJ
2496,occurrence,NN
2496,employee,NN
2496,on,IN
2496,weekend/holiday,NN
2496,standby,NN
2496,or,CC
2496,for,IN
2496,employee,NN
2496,who,WP
2496,have,VB
2496,been,VB
2496,assigned,VB
2496,take-home,JJ
2496,vehicle,NN
2497,section,NN
2497,7,CD
2497,benefits,NN
2497,article,NN
2497,7.1,CD
2497,vacations,NN
2497,and,CC
2497,vacation,NN
2497,pay,NN
2497,each,DT
2497,employee,NN
2497,shall,MD
2497,be,VB
2497,entitled,VB
2497,to,TO
2497,120,CD
2497,hour,NN
2497,of,IN
2497,vacation,NN
2497,annually,RB
2497,with,IN
2497,full,JJ
2497,pay,NN
2498,upon,IN
2498,the,DT
2498,completion,NN
2498,of,IN
2498,two,CD
2498,year,NN
2498,of,IN
2498,service,NN
2498,in,IN
2498,the,DT
2498,aggregate,JJ
2498,each,DT
2498,employee,NN
2498,shall,MD
2498,be,VB
2498,entitled,VB
2498,to,TO
2498,128,CD
2498,hour,NN
2498,vacation,NN
2498,annually,RB
2498,with,IN
2498,full,JJ
2498,pay,NN
2499,upon,IN
2499,the,DT
2499,completion,NN
2499,of,IN
2499,ten,CD
2499,year,NN
2499,of,IN
2499,service,NN
2499,in,IN
2499,the,DT
2499,aggregate,JJ
2499,each,DT
2499,employee,NN
2499,shall,MD
2499,be,VB
2499,entitled,VB
2499,to,TO
2499,192,CD
2499,hour,NN
2499,vacation,NN
2499,annually,RB
2499,with,IN
2499,full,JJ
2499,pay,NN
2500,upon,IN
2500,completion,NN
2500,of,IN
2500,30,CD
2500,year,NN
2500,of,IN
2500,service,NN
2500,in,IN
2500,the,DT
2500,aggregate,JJ
2500,each,DT
2500,employee,NN
2500,shall,MD
2500,be,VB
2500,entitled,VB
2500,to,TO
2500,200,CD
2500,hour,NN
2500,vacation,NN
2500,annually,RB
2500,with,IN
2500,full,JJ
2500,pay,NN
2501,11,CD
2501,in,IN
2501,the,DT
2501,case,NN
2501,of,IN
2501,death,NN
2501,of,IN
2501,an,DT
2501,employee,NN
2501,who,WP
2501,at,IN
2501,the,DT
2501,time,NN
2501,of,IN
2501,death,NN
2501,has,VB
2501,overtime,JJ
2501,compensation,NN
2501,due,JJ
2501,such,JJ
2501,compensation,NN
2501,shall,MD
2501,be,VB
2501,in,IN
2501,the,DT
2501,form,NN
2501,of,IN
2501,cash,NN
2501,at,IN
2501,the,DT
2501,salary,NN
2501,rate,NN
2501,current,JJ
2501,at,IN
2501,the,DT
2501,time,NN
2501,of,IN
2501,said,VB
2501,employee,NN
2501,'s,PRP$
2501,death,NN
2501,to,TO
2501,the,DT
2501,employee,NN
2501,'s,PRP$
2501,estate,NN
2501,or,CC
2501,any,DT
2501,other,JJ
2501,person,NN
2059,less,JJ
2501,entitled,VB
2501,under,IN
2501,the,DT
2501,law,NN
2501,of,IN
2501,the,DT
2501,state,NN
2501,of,IN
2501,california,NN
2502,c.,NN
2502,as,IN
2502,used,VB
2502,in,IN
2502,this,DT
2502,article,NN
2502,``,``
2502,accumulated,VB
2502,overtime,NN
2502,'',''
2502,shall,MD
2502,mean,VB
2502,overtime,NN
2502,due,JJ
2502,according,VB
2502,to,TO
2502,the,DT
2502,city,NN
2502,controller,NN
2502,'s,PRP$
2502,record,NN
2503,section,NN
2503,5,CD
2503,compensation,NN
2503,article,NN
2503,5.1,CD
2503,salaries,VB
2503,the,DT
2503,salary,NN
2503,shown,VB
2503,in,IN
2503,the,DT
2503,appendices,NN
2503,listed,VB
2503,below,IN
2503,will,MD
2503,be,VB
2503,operative,JJ
2503,on,IN
2503,the,DT
2503,following,JJ
2503,date,NN
2503,appendix,NN
2503,november,NN
2503,2015,CD
2503,appendix,NN
2503,june,NN
2503,26,CD
2503,2016,CD
2503,appendix,NN
2503,july,NN
2503,2017,CD
2503,appendix,NN
2503,january,NN
2503,2018,CD
2503,article,NN
2503,5.2,CD
2503,post,NN
2503,certificate,NN
2503,and,CC
2503,training,NN
2503,bonus,NN
2503,effective,JJ
2503,january,NN
2503,25,CD
2503,2015,CD
2503,the,DT
2503,one,CD
2503,percent,NN
2503,%,%
2503,bonus,NN
2503,for,IN
2503,post,NN
2503,in-service,JJ
2503,training,NN
2503,was,VB
2503,eliminated,VB
2503,and,CC
2503,one,CD
2503,percent,NN
2503,%,%
2503,was,VB
2503,added,VB
2503,to,TO
2503,the,DT
2503,regular,JJ
2503,salary,NN
2503,of,IN
2503,each,DT
2503,salary,NN
2503,schedule,NN
2503,of,IN
2503,this,DT
2503,mou,NN
2504,effective,JJ
2504,january,NN
2504,25,CD
2504,2015,CD
2504,the,DT
2504,one,CD
2504,percent,NN
2504,%,%
2504,bonus,NN
2504,for,IN
2504,continuing,VB
2504,education,NN
2504,was,VB
2504,eliminated,VB
2504,and,CC
2504,one,CD
2504,percent,NN
2504,%,%
2504,was,VB
2504,added,VB
2504,to,TO
2504,the,DT
2504,regular,JJ
2504,salary,NN
2504,of,IN
2504,each,DT
2504,salary,NN
2504,schedule,NN
2504,of,IN
2504,this,DT
2504,mou,NN
2505,article,NN
2505,5.3,CD
2505,salary,NN
2505,progression,NN
2505,effective,JJ
2505,november,NN
2505,2015,CD
2505,an,DT
2505,employee,NN
2505,shall,MD
2505,be,VB
2505,placed,VB
2505,on,IN
2505,step,NN
2505,of,IN
2505,the,DT
2505,applicable,JJ
2505,salary,NN
2505,range,NN
2505,upon,IN
2505,promotion,NN
2505,to,TO
2505,captain,NN
2505,captain,NN
2505,ii,NN
2505,or,CC
2505,captain,NN
2505,iii,NN
2506,effective,JJ
2506,november,NN
2506,2015,CD
2506,incumbent,NN
2506,in,IN
2506,the,DT
2506,rank,NN
2506,and,CC
2506,pay,NN
2506,grade,NN
2506,of,IN
2506,captain,NN
2506,captain,NN
2506,ii,NN
2506,or,CC
2506,captain,NN
2506,iii,NN
2506,shall,MD
2506,be,VB
2506,placed,VB
2506,on,IN
2506,step,NN
2506,of,IN
2506,the,DT
2506,applicable,JJ
2506,salary,NN
2506,range,NN
2507,effective,JJ
2507,november,NN
2507,2015,CD
2507,an,DT
2507,employee,NN
2507,shall,MD
2507,be,VB
2507,placed,VB
2507,on,IN
2507,step,NN
2507,upon,IN
2507,promotion,NN
2507,to,TO
2507,commander,NN
2508,advancement,NN
2508,in,IN
2508,the,DT
2508,salary,NN
2508,rate,NN
2508,for,IN
2508,the,DT
2508,rank,NN
2508,of,IN
2508,commander,NN
2508,shall,MD
2508,be,VB
2508,made,VB
2508,automatically,RB
2508,after,IN
2508,one,CD
2508,year,NN
2508,of,IN
2508,service,NN
2508,based,VB
2508,on,IN
2508,the,DT
2508,date,NN
2508,the,DT
2508,employee,NN
2508,is,VB
2508,initially,RB
2508,promoted,VB
2508,to,TO
2508,commander,NN
2509,such,JJ
2509,advancement,NN
2509,shall,MD
2509,occur,VB
2509,at,IN
2509,the,DT
2509,beginning,NN
2509,of,IN
2509,the,DT
2509,pay,NN
2509,period,NN
2509,in,IN
2509,which,WDT
2509,the,DT
2509,anniversary,NN
2509,date,NN
2509,fall,NN
2510,12,CD
2510,effective,JJ
2510,november,NN
2510,2015,CD
2510,incumbent,NN
2510,commanders,NN
2510,on,IN
2510,step,NN
2510,or,CC
2510,lower,JJ
2510,shall,MD
2510,be,VB
2510,placed,VB
2510,on,IN
2510,step,NN
2510,and,CC
2510,incumbent,NN
2510,commanders,NN
2510,on,IN
2510,step,NN
2510,shall,MD
2510,remain,VB
2510,on,IN
2510,step,NN
2510,c.,NN
2510,effective,JJ
2510,november,NN
2510,2015,CD
2510,an,DT
2510,employee,NN
2510,shall,MD
2510,be,VB
2510,placed,VB
2510,no,DT
2510,lower,JJ
2510,than,IN
2510,step,NN
2510,upon,IN
2510,promotion,NN
2510,to,TO
2510,deputy,NN
2510,chief,NN
2510,advancement,NN
2510,in,IN
2510,the,DT
2510,salary,NN
2510,rate,NN
2510,for,IN
2510,deputy,NN
2510,chief,NN
2510,shall,MD
2510,be,VB
2510,made,VB
2510,automatically,RB
2510,step,NN
2510,by,IN
2510,step,NN
2510,after,IN
2510,each,DT
2510,year,NN
2510,of,IN
2510,service,NN
2510,based,VB
2510,on,IN
2510,the,DT
2510,date,NN
2510,the,DT
2510,employee,NN
2510,is,VB
2510,initially,RB
2510,promoted,VB
2510,to,TO
2510,deputy,NN
2510,chief,NN
2510,such,JJ
2510,advancement,NN
2510,shall,MD
2510,occur,VB
2510,at,IN
2510,the,DT
2510,beginning,NN
2510,of,IN
2510,the,DT
2510,pay,NN
2510,period,NN
2510,in,IN
2510,which,WDT
2510,the,DT
2510,anniversary,NN
2510,date,NN
2510,fall,NN
2511,effective,JJ
2511,november,NN
2511,2015,CD
2511,incumbent,NN
2511,deputy,NN
2511,chiefs,NN
2511,on,IN
2511,step,NN
2511,will,MD
2511,be,VB
2511,placed,VB
2511,on,IN
2511,step,NN
2511,and,CC
2511,incumbent,NN
2511,deputy,NN
2511,chiefs,NN
2511,on,IN
2511,step,NN
2511,will,MD
2511,be,VB
2511,placed,VB
2511,on,IN
2511,step,NN
2511,d.,NN
2511,effective,JJ
2511,november,NN
2511,2015,CD
2511,an,DT
2511,employee,NN
2511,shall,MD
2511,be,VB
2511,placed,VB
2511,no,DT
2511,lower,JJ
2511,than,IN
2511,step,NN
2511,upon,IN
2511,promotion,NN
2511,to,TO
2511,deputy,NN
2511,chief,NN
2511,ii,NN
2512,advancement,NN
2512,in,IN
2512,the,DT
2512,salary,NN
2512,rate,NN
2512,for,IN
2512,deputy,NN
2512,chief,NN
2512,ii,NN
2512,shall,MD
2512,be,VB
2512,automatically,RB
2512,step,NN
2512,by,IN
2512,step,NN
2512,after,IN
2512,each,DT
2512,year,NN
2512,of,IN
2512,service,NN
2512,based,VB
2512,on,IN
2512,the,DT
2512,date,NN
2512,the,DT
2512,employee,NN
2512,is,VB
2512,initially,RB
2512,promoted,VB
2512,to,TO
2512,deputy,NN
2512,chief,NN
2512,ii,NN
2513,such,JJ
2513,advancement,NN
2513,shall,MD
2513,occur,VB
2513,at,IN
2513,the,DT
2513,beginning,NN
2513,of,IN
2513,the,DT
2513,pay,NN
2513,period,NN
2513,in,IN
2513,which,WDT
2513,the,DT
2513,anniversary,NN
2513,date,NN
2513,fall,NN
2514,effective,JJ
2514,november,NN
2514,2015,CD
2514,incumbent,NN
2514,deputy,NN
2514,chiefs,NN
2514,ii,NN
2514,on,IN
2514,step,NN
2514,will,MD
2514,be,VB
2514,placed,VB
2514,on,IN
2514,step,NN
2514,incumbent,NN
2514,deputy,NN
2514,chiefs,NN
2514,ii,NN
2514,on,IN
2514,step,NN
2514,will,MD
2514,be,VB
2514,placed,VB
2514,on,IN
2514,step,NN
2514,and,CC
2514,incumbent,NN
2514,deputy,NN
2514,chief,NN
2514,ii,NN
2514,on,IN
2514,step,NN
2514,will,MD
2514,be,VB
2514,placed,VB
2514,on,IN
2514,step,NN
2514,article,NN
2514,5.4,CD
2514,salary,NN
2514,advancement,NN
2514,upon,IN
2514,promotion,NN
2514,or,CC
2514,assignment,NN
2514,to,TO
2514,higher,JJ
2514,pay,NN
2514,grade,VB
2514,an,DT
2514,employee,NN
2514,promoted,VB
2514,to,TO
2514,higher,JJ
2514,class,NN
2514,or,CC
2514,assigned,VB
2514,to,TO
2514,higher,JJ
2514,pay,NN
2514,grade,NN
2514,within,IN
2514,the,DT
2514,class,NN
2514,to,TO
2514,which,WDT
2514,he/she,PRP
2514,was,VB
2514,appointed,VB
2514,shall,MD
2514,be,VB
2514,advanced,VB
2514,to,TO
2514,the,DT
2514,salary,NN
2514,step,NN
2514,specified,VB
2514,in,IN
2514,article,NN
2514,5.3,CD
2514,which,WDT
2514,provides,VB
2514,at,IN
2649,leave,VB
2514,five,CD
2514,percent,NN
2514,increase,NN
2514,over,IN
2514,the,DT
2514,hourly,JJ
2514,base,NN
2514,rate,NN
2514,received,VB
2514,in,IN
2514,the,DT
2514,former,JJ
2514,position,NN
2515,if,IN
2515,the,DT
2515,employee,NN
2515,is,VB
2515,entitled,VB
2515,to,TO
2515,step,NN
2515,advancement,NN
2515,on,IN
2515,the,DT
2515,same,JJ
2515,day,NN
2515,such,JJ
2515,promotion,NN
2515,or,CC
2515,assignment,NN
2515,the,DT
2515,step,NN
2515,advancement,NN
2515,shall,MD
2515,be,VB
2515,considered,VB
2515,to,TO
2515,have,VB
2515,occurred,VB
2515,prior,JJ
2515,to,TO
2515,such,JJ
2515,promotion,NN
2515,or,CC
2515,assignment,NN
2516,article,NN
2516,5.5,CD
2516,salary,NN
2516,rate,NN
2516,upon,IN
2516,assignment,NN
2516,to,TO
2516,lower,VB
2516,pay,NN
2516,grade,NN
2516,within,IN
2516,job,NN
2516,class,NN
2516,notification,NN
2516,whenever,WRB
2516,an,DT
2516,employee,NN
2516,is,VB
2516,reassigned,VB
2516,to,TO
2516,lower,VB
2516,pay,NN
2516,grade,VB
2516,the,DT
2516,employee,NN
2516,shall,MD
2516,be,VB
2516,given,VB
2516,thirty-day,NN
2516,notice,NN
2516,prior,JJ
2516,to,TO
2516,loss,NN
2516,of,IN
2516,pay,NN
2517,the,DT
2517,reason,NN
2517,for,IN
2517,the,DT
2517,reassignment,NN
2517,shall,MD
2517,be,VB
2517,discussed,VB
2517,with,IN
2517,the,DT
2517,employee,NN
2517,by,IN
2517,the,DT
2517,deputy,NN
2517,chief,NN
2517,ii,NN
2517,in,IN
2517,the,DT
2517,employee's,PRP$
2517,chain,NN
2517,of,IN
2517,command,NN
2517,or,CC
2517,by,IN
2517,the,DT
2517,chief,NN
2517,of,IN
2517,police,NN
2517,appropriate,JJ
2518,nothing,NN
2518,in,IN
2518,this,DT
2518,article,NN
2518,shall,MD
2518,preclude,VB
2518,the,DT
2518,chief,NN
2518,of,IN
2518,police,NN
2518,from,IN
2518,reassigning,VB
2518,such,JJ
2518,employee,NN
2518,prior,JJ
2518,to,TO
2518,loss,NN
2518,of,IN
2518,pay,NN
2519,13,CD
2519,salary,NN
2519,rate,NN
2519,upon,IN
2519,assignment,NN
2519,to,TO
2519,lower,VB
2519,pay,NN
2519,grade,NN
2519,an,DT
2519,employee,NN
2519,reassigned,VB
2519,to,TO
2519,lower,VB
2519,pay,NN
2519,grade,NN
2519,within,IN
2519,the,DT
2519,class,NN
2519,of,IN
2519,position,NN
2519,to,TO
2519,which,WDT
2519,he/she,PRP
2519,was,VB
2519,appointed,VB
2519,shall,MD
2519,receive,VB
2519,the,DT
2519,same,JJ
2519,compensation,NN
2519,received,VB
2519,prior,JJ
2519,to,TO
2519,such,JJ
2519,reassignment,NN
2519,or,CC
2519,be,VB
2519,compensated,VB
2519,at,IN
2519,the,DT
2519,top,JJ
2519,step,NN
2519,of,IN
2519,the,DT
2519,salary,NN
2519,range,NN
2519,for,IN
2519,the,DT
2519,lowest,JJ
2519,pay,NN
2519,grade,NN
2519,whichever,NN
2519,is,VB
2519,lower,JJ
2520,article,NN
2520,5.6,CD
2520,retroactive,JJ
2520,salary,NN
2520,provisions,NN
2520,the,DT
2520,salary,NN
2520,step,NN
2520,of,IN
2520,an,DT
2520,employee,NN
2520,will,MD
2520,be,VB
2520,adjusted,VB
2520,and,CC
2520,re-computed,JJ
2520,if,IN
2520,necessary,JJ
2520,pursuant,NN
2520,to,TO
2520,the,DT
2520,provision,NN
2520,of,IN
2520,any,DT
2520,retroactive,JJ
2520,salary,NN
2520,provided,VB
2520,for,IN
2520,by,IN
2520,the,DT
2520,city,NN
2520,council,NN
2521,article,NN
2521,5.7,CD
2521,effective,JJ
2521,dates,NN
2521,of,IN
2521,pay,NN
2521,increases,NN
2521,and,CC
2521,decreases,NN
2521,when,WRB
2521,anniversary,JJ
2521,date,NN
2521,for,IN
2521,step,NN
2521,raise,NN
2521,fall,NN
2521,within,IN
2521,payroll,NN
2521,period,NN
2521,the,DT
2521,pay,NN
2521,increase,VB
2521,shall,MD
2521,be,VB
2521,effective,JJ
2521,at,IN
2521,the,DT
2521,beginning,NN
2521,of,IN
2521,the,DT
2521,payroll,NN
2521,period,NN
2521,within,IN
2521,which,WDT
2521,the,DT
2521,date,NN
2521,fall,NN
2522,in,IN
2522,the,DT
2522,event,NN
2522,pay,NN
2522,is,VB
2522,decreased,VB
2522,within,IN
2522,payroll,NN
2522,period,NN
2522,the,DT
2522,decrease,NN
2522,shall,MD
2522,be,VB
2522,effective,JJ
2522,at,IN
2522,the,DT
2522,beginning,NN
2522,of,IN
2522,the,DT
2522,following,JJ
2522,payroll,NN
2522,period,NN
2523,article,NN
2523,5.8,CD
2523,assignment,NN
2523,to,TO
2523,higher,JJ
2523,level,NN
2523,position,NN
2523,to,TO
2523,assure,VB
2523,the,DT
2523,continuity,NN
2523,of,IN
2523,police,NN
2523,service,NN
2523,employee,NN
2523,from,IN
2523,lower,JJ
2523,civil,JJ
2523,service,NN
2523,rank,NN
2523,or,CC
2523,lower,JJ
2523,paygrade,VB
2523,position,NN
2523,may,MD
2523,be,VB
2523,temporarily,RB
2523,deployed,VB
2523,to,TO
2523,position,NN
2523,normally,RB
2523,assigned,VB
2523,to,TO
2523,employee,NN
2523,in,IN
2523,higher,JJ
2523,civil,JJ
2523,service,NN
2523,rank,NN
2523,or,CC
2523,paygrade,NN
2524,employees,NN
2524,so,RB
2524,assigned,JJ
2524,shall,MD
2524,continue,VB
2524,to,TO
2524,receive,VB
2524,compensation,NN
2524,at,IN
2524,the,DT
2524,salary,NN
2524,level,NN
2524,held,VB
2524,prior,JJ
2524,to,TO
2524,the,DT
2524,temporary,JJ
2524,assignment,NN
2524,for,IN
2524,the,DT
2524,first,JJ
2524,28,CD
2524,day,NN
2524,dp,NN
2524,at,IN
2524,the,DT
2524,conclusion,NN
2524,of,IN
2524,the,DT
2524,initial,JJ
2524,28-day,CD
2524,period,NN
2524,employee,NN
2524,who,WP
2524,continue,VB
2524,to,TO
2524,be,VB
2524,assigned,VB
2524,to,TO
2524,the,DT
2524,higher,JJ
2524,level,NN
2524,position,NN
2524,shall,MD
2524,receive,VB
2524,additional,JJ
2524,compensation,NN
2524,at,IN
2524,2.75,CD
2524,%,%
2524,of,IN
2524,his/her,PRP$
2524,regular,JJ
2524,base,NN
2524,pay,NN
2524,for,IN
2524,each,DT
2524,day,NN
2524,so,RB
2524,assigned,VB
2525,such,JJ
2525,compensation,NN
2525,shall,MD
2525,be,VB
2525,pension,NN
2525,based,VB
2526,article,NN
2526,6,CD
2526,benefits,NN
2526,article,NN
2526,6.1,CD
2526,vacations,NN
2526,and,CC
2526,vacation,NN
2526,pay,NN
2526,each,DT
2526,employee,NN
2526,shall,MD
2526,be,VB
2526,entitled,VB
2526,to,TO
2526,120,CD
2526,hour,NN
2526,of,IN
2526,vacation,NN
2526,annually,RB
2526,with,IN
2526,full,JJ
2526,pay,NN
2527,each,DT
2527,employee,NN
2527,upon,IN
2527,completion,NN
2527,of,IN
2527,ten,CD
2527,year,NN
2527,of,IN
2527,service,NN
2527,in,IN
2527,the,DT
2527,aggregate,JJ
2527,shall,MD
2527,be,VB
2527,entitled,VB
2527,to,TO
2527,192,CD
2527,hour,NN
2527,vacation,NN
2527,annually,RB
2527,with,IN
2527,full,JJ
2527,pay,NN
2528,each,DT
2528,employee,NN
2528,upon,IN
2528,completion,NN
2528,of,IN
2528,thirty,CD
2528,year,NN
2528,of,IN
2528,service,NN
2528,in,IN
2528,the,DT
2528,aggregate,JJ
2528,shall,MD
2528,be,VB
2528,entitled,VB
2528,to,TO
2528,200,CD
2528,hour,NN
2528,vacation,NN
2528,annually,RB
2528,with,IN
2528,full,JJ
2528,pay,NN
2529,on,IN
2529,january,NN
2529,of,IN
2529,each,DT
2529,year,NN
2529,vacation,NN
2529,time,NN
2529,accrued,VB
2529,during,IN
2529,the,DT
2529,previous,JJ
2529,year,NN
2529,shall,MD
2529,be,VB
2529,credited,VB
2529,to,TO
2529,each,DT
2529,employee,NN
2530,note,VB
2530,the,DT
2530,accrual,JJ
2530,of,IN
2530,vacation,NN
2530,time,NN
2530,is,VB
2530,referred,VB
2530,to,TO
2530,in,IN
2530,term,NN
2530,of,IN
2530,hour,NN
2530,for,IN
2530,payroll,NN
2530,purpose,NN
2530,only,RB
2530,and,CC
2530,does,VB
2530,not,RB
2530,affect,VB
2530,the,DT
2530,salaried,JJ
