,Sentence #,Word,POS
111971,2793.0,whenever,WRB
111972,2793.0,an,DT
111973,2793.0,employee,NN
111974,2793.0,is,VBZ
111975,2793.0,served,VBN
111976,2793.0,with,IN
111977,2793.0,subpoena,NN
111978,2793.0,by,IN
111979,2793.0,court,NN
111980,2793.0,of,IN
111981,2793.0,competent,NN
111982,2793.0,jurisdiction,NN
111983,2793.0,which,WDT
111984,2793.0,compels,VBZ
111985,2793.0,his/her,JJR
111986,2793.0,presence,NN
111987,2793.0,witness,NN
111988,2793.0,during,IN
111989,2793.0,his/her,JJR
111990,2793.0,normal,JJ
111991,2793.0,working,JJ
111992,2793.0,period,NN
111993,2793.0,unless,IN
111994,2793.0,he/she,NN
111995,2793.0,is,VBZ
111996,2793.0,party,NN
111997,2793.0,to,TO
111998,2793.0,the,DT
111999,2793.0,litigation,NN
112000,2793.0,or,CC
112001,2793.0,an,DT
112002,2793.0,expert,JJ
112003,2793.0,witness,NN
112004,2793.0,such,JJ
112005,2793.0,employee,NN
112006,2793.0,shall,MD
112007,2793.0,be,VB
112008,2793.0,granted,VBN
112009,2793.0,time,NN
112010,2793.0,off,IN
112011,2793.0,with,IN
112012,2793.0,pay,NN
112013,2793.0,in,IN
112014,2793.0,the,DT
112015,2793.0,amount,NN
112016,2793.0,of,IN
112017,2793.0,the,DT
112018,2793.0,difference,NN
112019,2793.0,between,IN
112020,2793.0,the,DT
112021,2793.0,employee,NN
112022,2793.0,'s,POS
112023,2793.0,regular,JJ
112024,2793.0,earnings,NNS
112025,2793.0,and,CC
112026,2793.0,any,DT
112027,2793.0,amount,NN
112028,2793.0,he/she,NN
112029,2793.0,receives,VBZ
112030,2793.0,for,IN
112031,2793.0,appearance,NN
112032,2794.0,this,DT
112033,2794.0,article,NN
112034,2794.0,is,VBZ
112035,2794.0,not,RB
112036,2794.0,applicable,JJ
112037,2794.0,to,TO
112038,2794.0,appearance,VB
112039,2794.0,for,IN
112040,2794.0,which,WDT
112041,2794.0,the,DT
112042,2794.0,employee,NN
112043,2794.0,receives,VBZ
112044,2794.0,compensation,NN
112045,2794.0,in,IN
112046,2794.0,excess,NN
112047,2794.0,of,IN
112048,2794.0,his/her,JJR
112049,2794.0,regular,JJ
112050,2794.0,earnings,NNS
112051,2795.0,court,NN
112052,2795.0,of,IN
112053,2795.0,competent,NN
112054,2795.0,jurisdiction,NN
112055,2795.0,is,VBZ
112056,2795.0,defined,VBN
112057,2795.0,court,NN
112058,2795.0,within,IN
112059,2795.0,the,DT
112060,2795.0,county,NN
112061,2795.0,in,IN
112062,2795.0,which,WDT
112063,2795.0,the,DT
112064,2795.0,employee,NN
112065,2795.0,resides,NNS
112066,2795.0,or,CC
112067,2795.0,if,IN
112068,2795.0,outside,IN
112069,2795.0,the,DT
112070,2795.0,county,NN
112071,2795.0,of,IN
112072,2795.0,residence,NN
112073,2795.0,the,DT
112074,2795.0,place,NN
112075,2795.0,of,IN
112076,2795.0,appearance,NN
112077,2795.0,must,MD
112078,2795.0,be,VB
112079,2795.0,within,IN
112080,2795.0,150,CD
112081,2795.0,mile,NN
112082,2795.0,of,IN
112083,2795.0,the,DT
112084,2795.0,employee,NN
112085,2795.0,'s,POS
112086,2795.0,residence,NN
112087,2796.0,article,NN
112088,2796.0,31,CD
112089,2796.0,court,NN
112090,2796.0,appearances,NNS
112091,2796.0,when,WRB
112092,2796.0,an,DT
112093,2796.0,hourly,JJ
112094,2796.0,employee,NN
112095,2796.0,in,IN
112096,2796.0,this,DT
112097,2796.0,unit,NN
112098,2796.0,is,VBZ
112099,2796.0,required,VBN
112100,2796.0,to,TO
112101,2796.0,appear,VB
112102,2796.0,in,IN
112103,2796.0,court,NN
112104,2796.0,of,IN
112105,2796.0,competent,JJ
112106,2796.0,jurisdiction,NN
112107,2796.0,outside,IN
112108,2796.0,of,IN
112109,2796.0,his/her,NN
112110,2796.0,normal,JJ
112111,2796.0,duty,NN
112112,2796.0,hour,NN
112113,2796.0,but,CC
112114,2796.0,on,IN
112115,2796.0,matter,NN
112116,2796.0,arising,VBG
112117,2796.0,within,IN
112118,2796.0,the,DT
112119,2796.0,scope,NN
112120,2796.0,of,IN
112121,2796.0,his/her,JJ
112122,2796.0,employment,NN
112123,2796.0,said,VBD
112124,2796.0,employee,NN
112125,2796.0,shall,MD
112126,2796.0,be,VB
112127,2796.0,entitled,VBN
112128,2796.0,to,TO
112129,2796.0,receive,VB
112130,2796.0,minimum,NN
112131,2796.0,of,IN
112132,2796.0,one,CD
112133,2796.0,hour,NN
112134,2796.0,at,IN
112135,2796.0,one,CD
112136,2796.0,and,CC
112137,2796.0,one-half,JJ
112138,2796.0,1½,CD
112139,2796.0,time,NN
112140,2796.0,his/her,JJR
112141,2796.0,regular,JJ
112142,2796.0,rate,NN
112143,2796.0,of,IN
112144,2796.0,pay,NN
112145,2797.0,time,NN
112146,2797.0,spent,VBN
112147,2797.0,in,IN
112148,2797.0,excess,NN
112149,2797.0,of,IN
112150,2797.0,the,DT
112151,2797.0,one-hour,JJ
112152,2797.0,minimum,JJ
112153,2797.0,guarantee,NN
112154,2797.0,shall,MD
112155,2797.0,also,RB
112156,2797.0,be,VB
112157,2797.0,at,IN
112158,2797.0,the,DT
112159,2797.0,rate,NN
112160,2797.0,of,IN
112161,2797.0,one,CD
112162,2797.0,and,CC
112163,2797.0,one-half,JJ
112164,2797.0,1½,CD
112165,2797.0,time,NN
112166,2797.0,the,DT
112167,2797.0,employee,NN
112168,2797.0,'s,POS
112169,2797.0,regular,JJ
112170,2797.0,rate,NN
112171,2797.0,of,IN
112172,2797.0,pay,NN
112173,2797.0,payable,JJ
112174,2797.0,in,IN
112175,2797.0,6-minute,JJ
112176,2797.0,increment,NN
112177,2798.0,provided,VBN
112178,2798.0,however,RB
112179,2798.0,that,IN
112180,2798.0,no,DT
112181,2798.0,such,JJ
112182,2798.0,compensation,NN
112183,2798.0,shall,MD
112184,2798.0,be,VB
112185,2798.0,allowed,VBN
112186,2798.0,unless,IN
112187,2798.0,the,DT
112188,2798.0,employee,NN
112189,2798.0,is,VBZ
112190,2798.0,in,IN
112191,2798.0,actual,JJ
112192,2798.0,attendance,NN
112193,2798.0,in,IN
112194,2798.0,court,NN
112195,2799.0,such,JJ
112196,2799.0,compensation,NN
112197,2799.0,for,IN
112198,2799.0,court,NN
112199,2799.0,appearance,NN
112200,2799.0,may,MD
112201,2799.0,be,VB
112202,2799.0,in,IN
112203,2799.0,either,DT
112204,2799.0,time,NN
112205,2799.0,off,RP
112206,2799.0,or,CC
112207,2799.0,cash,NN
112208,2800.0,current,JJ
112209,2800.0,practice,NN
112210,2800.0,in,IN
112211,2800.0,the,DT
112212,2800.0,police,NN
112213,2800.0,department,NN
112214,2800.0,shall,MD
112215,2800.0,continue,VB
112216,2801.0,the,DT
112217,2801.0,provision,NN
112218,2801.0,of,IN
112219,2801.0,this,DT
112220,2801.0,article,NN
112221,2801.0,shall,MD
112222,2801.0,not,RB
112223,2801.0,apply,VB
112224,2801.0,to,TO
112225,2801.0,an,DT
112226,2801.0,employee,NN
112227,2801.0,in,IN
112228,2801.0,this,DT
112229,2801.0,unit,NN
112230,2801.0,who,WP
112231,2801.0,is,VBZ
112232,2801.0,an,DT
112233,2801.0,assistant,JJ
112234,2801.0,general,JJ
112235,2801.0,manager,NN
112236,2801.0,of,IN
112237,2801.0,city,NN
112238,2801.0,department,NN
112239,2801.0,or,CC
112240,2801.0,an,DT
112241,2801.0,assistant,NN
112242,2801.0,bureau,NN
112243,2801.0,director,NN
112244,2801.0,of,IN
112245,2801.0,the,DT
112246,2801.0,department,NN
112247,2801.0,of,IN
112248,2801.0,public,JJ
112249,2801.0,works,NNS
112250,2801.0,or,CC
112251,2801.0,any,DT
112252,2801.0,unit,NN
112253,2801.0,employee,NN
112254,2801.0,who,WP
112255,2801.0,is,VBZ
112256,2801.0,salaried,VBN
112257,2801.0,employee,NN
112258,2802.0,however,RB
112259,2802.0,such,JJ
112260,2802.0,employee,NN
112261,2802.0,may,MD
112262,2802.0,be,VB
112263,2802.0,granted,VBN
112264,2802.0,time,NN
112265,2802.0,off,RP
112266,2802.0,in,IN
112267,2802.0,unusual,JJ
112268,2802.0,case,NN
112269,2802.0,subject,NN
112270,2802.0,to,TO
112271,2802.0,the,DT
112272,2802.0,approval,NN
112273,2802.0,of,IN
112274,2802.0,the,DT
112275,2802.0,appointing,VBG
112276,2802.0,authority,NN
112277,2803.0,article,NN
112278,2803.0,32,CD
112279,2803.0,salaries,VBZ
112280,2803.0,the,DT
112281,2803.0,party,NN
112282,2803.0,to,TO
112283,2803.0,this,DT
112284,2803.0,mou,NN
112285,2803.0,jointly,RB
112286,2803.0,recommend,VBP
112287,2803.0,to,TO
112288,2803.0,the,DT
112289,2803.0,city,NN
112290,2803.0,council,NN
112291,2803.0,approval,NN
112292,2803.0,of,IN
112293,2803.0,the,DT
112294,2803.0,salary,JJ
112295,2803.0,set,NN
112296,2803.0,forth,NN
112297,2803.0,in,IN
112298,2803.0,the,DT
112299,2803.0,attached,JJ
112300,2803.0,salary,NN
112301,2803.0,appendices,NNS
112302,2804.0,these,DT
112303,2804.0,appendix,VBP
112304,2804.0,shall,MD
112305,2804.0,incorporate,VB
112306,2804.0,the,DT
112307,2804.0,agreement,NN
112308,2804.0,of,IN
112309,2804.0,the,DT
112310,2804.0,party,NN
112311,2804.0,that,WDT
112312,2804.0,effective,JJ
112313,2804.0,december,NN
112314,2804.0,13,CD
112315,2804.0,2015,CD
112316,2804.0,employee,NN
112317,2804.0,will,MD
112318,2804.0,be,VB
112319,2804.0,subject,JJ
112320,2804.0,to,TO
112321,2804.0,new,JJ
112322,2804.0,salary,JJ
112323,2804.0,step,NN
112324,2804.0,structure,NN
112325,2804.0,and,CC
112326,2804.0,that,IN
112327,2804.0,effective,JJ
112328,2804.0,june,NN
112329,2804.0,25,CD
112330,2804.0,2017,CD
112331,2804.0,employee,NN
112332,2804.0,covered,VBN
112333,2804.0,by,IN
112334,2804.0,this,DT
112335,2804.0,mou,NN
112336,2804.0,shall,MD
112337,2804.0,receive,VB
112338,2804.0,two,CD
112339,2804.0,percent,NN
112340,2804.0,%,NN
112341,2804.0,salary,JJ
112342,2804.0,increase,NN
112343,2805.0,18,CD
112344,2805.0,salary,JJ
112345,2805.0,steps,NNS
112346,2805.0,effective,JJ
112347,2805.0,december,VBP
112348,2805.0,13,CD
112349,2805.0,2015,CD
112350,2805.0,notwithstanding,VBG
112351,2805.0,laac,JJ
112352,2805.0,section,NN
112353,2805.0,4.92,CD
112354,2805.0,new,JJ
112355,2805.0,12-step,JJ
112356,2805.0,salary,JJ
112357,2805.0,structure,NN
112358,2805.0,will,MD
112359,2805.0,be,VB
112360,2805.0,established,VBN
112361,2805.0,follows,VBZ
112362,2805.0,three,CD
112363,2805.0,additional,JJ
112364,2805.0,salary,JJ
112365,2805.0,step,NN
112366,2805.0,will,MD
112367,2805.0,be,VB
112368,2805.0,added,VBN
112369,2805.0,to,TO
112370,2805.0,the,DT
112371,2805.0,lower,JJR
112372,2805.0,end,NN
112373,2805.0,of,IN
112374,2805.0,each,DT
112375,2805.0,salary,JJ
112376,2805.0,range,NN
112377,2805.0,steps,NNS
112378,2805.0,and,CC
112379,2805.0,these,DT
112380,2805.0,new,JJ
112381,2805.0,step,NN
112382,2805.0,shall,MD
112383,2805.0,be,VB
112384,2805.0,separated,VBN
112385,2805.0,by,IN
112386,2805.0,one,CD
112387,2805.0,premium,NN
112388,2805.0,level,NN
112389,2806.0,employees,NNS
112390,2806.0,hired,VBD
112391,2806.0,into,IN
112392,2806.0,trainee-level,JJ
112393,2806.0,position,NN
112394,2806.0,shall,MD
112395,2806.0,be,VB
112396,2806.0,hired,VBN
112397,2806.0,at,IN
112398,2806.0,step,NN
112399,2806.0,and,CC
112400,2806.0,shall,MD
112401,2806.0,remain,VB
112402,2806.0,on,IN
112403,2806.0,step,NN
112404,2806.0,for,IN
112405,2806.0,the,DT
112406,2806.0,duration,NN
112407,2806.0,of,IN
112408,2806.0,twelve,$
112409,2806.0,12,CD
112410,2806.0,month,NN
112411,2806.0,probationary,JJ
112412,2806.0,period,NN
112413,2807.0,trainee-level,JJ
112414,2807.0,position,NN
112415,2807.0,hourly,NN
112416,2807.0,wage,NN
112417,2807.0,will,MD
112418,2807.0,begin,VB
112419,2807.0,one,CD
112420,2807.0,premium,NN
112421,2807.0,level,NN
112422,2807.0,below,IN
112423,2807.0,the,DT
112424,2807.0,entry,NN
112425,2807.0,level,NN
112426,2807.0,of,IN
112427,2807.0,the,DT
112428,2807.0,targeted,VBN
112429,2807.0,civil,JJ
112430,2807.0,service,NN
112431,2807.0,classification,NN
112432,2807.0,which,WDT
112433,2807.0,will,MD
112434,2807.0,not,RB
112435,2807.0,be,VB
112436,2807.0,below,IN
112437,2807.0,$,$
112438,2807.0,15.00,CD
112439,2807.0,per,IN
112440,2807.0,hour,NN
112441,2808.0,employees,NNS
112442,2808.0,hired,VBD
112443,2808.0,into,IN
112444,2808.0,non-trainee,JJ
112445,2808.0,position,NN
112446,2808.0,shall,MD
112447,2808.0,be,VB
112448,2808.0,hired,VBN
112449,2808.0,at,IN
112450,2808.0,step,NN
112451,2808.0,or,CC
112452,2808.0,appropriate,VB
112453,2808.0,higher,JJR
112454,2808.0,step,NN
112455,2808.0,in,IN
112456,2808.0,accordance,NN
112457,2808.0,with,IN
112458,2808.0,applicable,JJ
112459,2808.0,mou,JJ
112460,2808.0,provision,NN
112461,2808.0,or,CC
112462,2808.0,laac,JJ
112463,2808.0,section,NN
112464,2808.0,4.90,CD
112465,2808.0,c.,NN
112466,2808.0,employees,NNS
112467,2808.0,shall,MD
112468,2808.0,remain,VB
112469,2808.0,on,IN
112470,2808.0,steps,NNS
112471,2808.0,and,CC
112472,2808.0,for,IN
112473,2808.0,nine,CD
112474,2808.0,month,NN
112475,2808.0,each,DT
112476,2809.0,current,JJ
112477,2809.0,steps,NNS
112478,2809.0,through,IN
112479,2809.0,will,MD
112480,2809.0,be,VB
112481,2809.0,renumbered,VBN
112482,2809.0,steps,NNS
112483,2809.0,through,IN
112484,2809.0,these,DT
112485,2809.0,step,NN
112486,2809.0,will,MD
112487,2809.0,be,VB
112488,2809.0,separated,VBN
112489,2809.0,by,IN
112490,2809.0,two,CD
112491,2809.0,premium,JJ
112492,2809.0,level,JJ
112493,2809.0,step,NN
112494,2809.0,will,MD
112495,2809.0,be,VB
112496,2809.0,one,CD
112497,2809.0,premium,JJ
112498,2809.0,level,NN
112499,2809.0,above,IN
112500,2809.0,step,NN
112501,2809.0,employees,NNS
112502,2809.0,shall,MD
112503,2809.0,advance,VB
112504,2809.0,to,TO
112505,2809.0,each,DT
112506,2809.0,subsequent,JJ
112507,2809.0,step,NN
112508,2809.0,after,IN
112509,2809.0,twelve,$
112510,2809.0,12,CD
112511,2809.0,month,NN
112512,2810.0,current,JJ
112513,2810.0,steps,NNS
112514,2810.0,through,IN
112515,2810.0,will,MD
112516,2810.0,be,VB
112517,2810.0,renumbered,VBN
112518,2810.0,steps,NNS
112519,2810.0,through,IN
112520,2810.0,11,CD
112521,2810.0,these,DT
112522,2810.0,step,NN
112523,2810.0,will,MD
112524,2810.0,be,VB
112525,2810.0,separated,VBN
112526,2810.0,by,IN
112527,2810.0,one,CD
112528,2810.0,premium,NN
112529,2810.0,level,NN
112530,2810.0,step,NN
112531,2810.0,will,MD
112532,2810.0,be,VB
112533,2810.0,one,CD
112534,2810.0,premium,JJ
112535,2810.0,level,NN
112536,2810.0,above,IN
112537,2810.0,step,NN
112538,2810.0,employees,NNS
112539,2810.0,shall,MD
112540,2810.0,advance,VB
112541,2810.0,to,TO
112542,2810.0,each,DT
112543,2810.0,subsequent,JJ
112544,2810.0,step,NN
112545,2810.0,after,IN
112546,2810.0,twelve,$
112547,2810.0,12,CD
112548,2810.0,month,NN
112549,2811.0,new,JJ
112550,2811.0,step,NN
112551,2811.0,12,CD
112552,2811.0,will,MD
112553,2811.0,be,VB
112554,2811.0,created,VBN
112555,2811.0,which,WDT
112556,2811.0,will,MD
112557,2811.0,be,VB
112558,2811.0,one,CD
112559,2811.0,premium,JJ
112560,2811.0,level,NN
112561,2811.0,above,IN
112562,2811.0,step,NN
112563,2811.0,11,CD
112564,2811.0,no,DT
112565,2811.0,employee,NN
112566,2811.0,shall,MD
112567,2811.0,be,VB
112568,2811.0,eligible,JJ
112569,2811.0,to,TO
112570,2811.0,move,VB
112571,2811.0,to,TO
112572,2811.0,step,VB
112573,2811.0,12,CD
112574,2811.0,sooner,JJR
112575,2811.0,than,IN
112576,2811.0,january,JJ
112577,2811.0,2018,CD
112578,2811.0,*on,IN
112579,2811.0,the,DT
112580,2811.0,city™s,NN
112581,2811.0,salary,JJ
112582,2811.0,range,NN
112583,2811.0,table,JJ
112584,2811.0,each,DT
112585,2811.0,premium,JJ
112586,2811.0,level,NN
112587,2811.0,is,VBZ
112588,2811.0,equal,JJ
112589,2811.0,to,TO
112590,2811.0,approximately,RB
112591,2811.0,2.75,CD
112592,2811.0,%,NN
112593,2811.0,salary,JJ
112594,2811.0,adjustments,NNS
112595,2811.0,effective,JJ
112596,2811.0,january,JJ
112597,2811.0,2018,CD
112598,2811.0,each,DT
112599,2811.0,employee,NN
112600,2811.0,who,WP
112601,2811.0,is,VBZ
112602,2811.0,compensated,VBN
112603,2811.0,on,IN
112604,2811.0,salary,JJ
112605,2811.0,range,NN
112606,2811.0,will,MD
112607,2811.0,advance,VB
112608,2811.0,one,CD
112609,2811.0,step,NN
112610,2811.0,on,IN
112611,2811.0,the,DT
112612,2811.0,salary,JJ
112613,2811.0,range,NN
112614,2811.0,regardless,NN
112615,2811.0,of,IN
112616,2811.0,their,PRP$
112617,2811.0,step,NN
112618,2811.0,or,CC
112619,2811.0,step,NN
112620,2811.0,anniversary,JJ
112621,2811.0,date,NN
112622,2812.0,effective,JJ
112623,2812.0,january,JJ
112624,2812.0,2018,CD
112625,2812.0,each,DT
112626,2812.0,employee,NN
112627,2812.0,who,WP
112628,2812.0,is,VBZ
112629,2812.0,employed,VBN
112630,2812.0,in,IN
112631,2812.0,flat-rated,JJ
112632,2812.0,classification,NN
112633,2812.0,shall,MD
112634,2812.0,receive,VB
112635,2812.0,salary,JJ
112636,2812.0,adjustment,NN
112637,2812.0,of,IN
112638,2812.0,2.75,CD
112639,2812.0,%,NN
112640,2812.0,19,CD
112641,2812.0,effective,JJ
112642,2812.0,january,JJ
112643,2812.0,2018,CD
112644,2812.0,each,DT
112645,2812.0,employee,NN
112646,2812.0,in,IN
112647,2812.0,classification,NN
112648,2812.0,on,IN
112649,2812.0,salary,JJ
112650,2812.0,range,NN
112651,2812.0,who,WP
112652,2812.0,is,VBZ
112653,2812.0,on,IN
112654,2812.0,fixed,JJ
112655,2812.0,step,NN
112656,2812.0,doe,VBZ
112657,2812.0,not,RB
112658,2812.0,move,VB
112659,2812.0,up,RP
112660,2812.0,the,DT
112661,2812.0,salary,JJ
112662,2812.0,range,NN
112663,2812.0,shall,MD
112664,2812.0,receive,VB
112665,2812.0,pensionable,JJ
112666,2812.0,ﬁadds,NNS
112667,2812.0,to,TO
112668,2812.0,rateﬂ,VB
112669,2812.0,salary,JJ
112670,2812.0,adjustment,NN
112671,2812.0,of,IN
112672,2812.0,2.75,CD
112673,2812.0,%,NN
112674,2812.0,while,IN
112675,2812.0,in,IN
112676,2812.0,that,DT
112677,2812.0,classification,NN
112678,2813.0,c.,JJ
112679,2813.0,extension,NN
112680,2813.0,of,IN
112681,2813.0,step,NN
112682,2813.0,advancement,NN
112683,2813.0,date,NN
112684,2813.0,uncompensated,VBD
112685,2813.0,absence,NN
112686,2813.0,of,IN
112687,2813.0,sixteen,JJ
112688,2813.0,day,NN
112689,2813.0,128,CD
112690,2813.0,hour,NN
112691,2813.0,for,IN
112692,2813.0,employee,NN
112693,2813.0,on,IN
112694,2813.0,work,NN
112695,2813.0,schedule,NN
112696,2813.0,other,JJ
112697,2813.0,than,IN
112698,2813.0,5/40,CD
112699,2813.0,or,CC
112700,2813.0,le,NN
112701,2813.0,during,IN
112702,2813.0,the,DT
112703,2813.0,qualifying,JJ
112704,2813.0,period,NN
112705,2813.0,and,CC
112706,2813.0,during,IN
112707,2813.0,each,DT
112708,2813.0,subsequent,JJ
112709,2813.0,qualifying,NN
112710,2813.0,period,NN
112711,2813.0,shall,MD
112712,2813.0,not,RB
112713,2813.0,extend,VB
112714,2813.0,the,DT
112715,2813.0,step,NN
112716,2813.0,advancement,NN
112717,2813.0,date,NN
112718,2814.0,the,DT
112719,2814.0,step,NN
112720,2814.0,advancement,NN
112721,2814.0,date,NN
112722,2814.0,shall,MD
112723,2814.0,be,VB
112724,2814.0,extended,VBN
112725,2814.0,one,CD
112726,2814.0,working,VBG
112727,2814.0,day,NN
112728,2814.0,for,IN
112729,2814.0,each,DT
112730,2814.0,working,VBG
112731,2814.0,day,NN
112732,2814.0,absence,NN
112733,2814.0,or,CC
112734,2814.0,one,CD
112735,2814.0,hour,NN
112736,2814.0,for,IN
112737,2814.0,each,DT
112738,2814.0,hour,NN
112739,2814.0,of,IN
112740,2814.0,aggregated,VBN
112741,2814.0,uncompensated,JJ
112742,2814.0,absence,NN
112743,2814.0,in,IN
112744,2814.0,excess,NN
112745,2814.0,of,IN
112746,2814.0,128,CD
112747,2814.0,hour,NN
112748,2814.0,employees,NNS
112749,2814.0,who,WP
112750,2814.0,are,VBP
112751,2814.0,injured,VBN
112752,2814.0,on,IN
112753,2814.0,duty,NN
112754,2814.0,and,CC
112755,2814.0,are,VBP
112756,2814.0,compensated,VBN
112757,2814.0,in,IN
112758,2814.0,accordance,NN
112759,2814.0,with,IN
112760,2814.0,division,NN
112761,2814.0,iv,NN
112762,2814.0,of,IN
112763,2814.0,the,DT
112764,2814.0,labor,NN
112765,2814.0,code,NN
112766,2814.0,of,IN
112767,2814.0,the,DT
112768,2814.0,state,NN
112769,2814.0,of,IN
112770,2814.0,california,NN
112771,2814.0,and,CC
112772,2814.0,laac,JJ
112773,2814.0,division,NN
112774,2814.0,article,NN
112775,2814.0,shall,MD
112776,2814.0,not,RB
112777,2814.0,have,VB
112778,2814.0,their,PRP$
112779,2814.0,step,NN
112780,2814.0,advancement,NN
112781,2814.0,date,NN
112782,2814.0,changed,VBD
112783,2814.0,due,JJ
112784,2814.0,to,TO
112785,2814.0,their,PRP$
112786,2814.0,workers™,JJ
112787,2814.0,compensation,NN
112788,2814.0,status,NN
112789,2815.0,d.,JJ
112790,2815.0,consecutive,JJ
112791,2815.0,appoinments,NNS
112792,2815.0,within,IN
112793,2815.0,12-month,JJ
112794,2815.0,period,NN
112795,2815.0,consecutive,JJ
112796,2815.0,appointment,NN
112797,2815.0,or,CC
112798,2815.0,assignment,NN
112799,2815.0,to,TO
112800,2815.0,position,NN
112801,2815.0,with,IN
112802,2815.0,the,DT
112803,2815.0,same,JJ
112804,2815.0,top,JJ
112805,2815.0,step,NN
112806,2815.0,salary,JJ
112807,2815.0,rate,NN
112808,2815.0,in,IN
112809,2815.0,the,DT
112810,2815.0,12-months,JJ
112811,2815.0,"2,080",CD
112812,2815.0,hour,NN
112813,2815.0,following,VBG
112814,2815.0,an,DT
112815,2815.0,appointment,NN
112816,2815.0,or,CC
112817,2815.0,assignment,NN
112818,2815.0,shall,MD
112819,2815.0,be,VB
112820,2815.0,treated,VBN
112821,2815.0,one,CD
112822,2815.0,appointment,NN
112823,2815.0,or,CC
112824,2815.0,assignment,NN
112825,2815.0,for,IN
112826,2815.0,step,NN
112827,2815.0,advancement,NN
112828,2815.0,purpose,NN
112829,2816.0,e.,NN
112830,2816.0,appointments,NNS
112831,2816.0,to,TO
112832,2816.0,new,JJ
112833,2816.0,positions,NNS
112834,2816.0,with,IN
112835,2816.0,the,DT
112836,2816.0,same,JJ
112837,2816.0,or,CC
112838,2816.0,lower,JJR
112839,2816.0,salary,JJ
112840,2816.0,range,NN
112841,2816.0,an,DT
112842,2816.0,employee,NN
112843,2816.0,who,WP
112844,2816.0,is,VBZ
112845,2816.0,appointed,VBN
112846,2816.0,or,CC
112847,2816.0,assigned,VBN
112848,2816.0,to,TO
112849,2816.0,new,JJ
112850,2816.0,position,NN
112851,2816.0,on,IN
112852,2816.0,the,DT
112853,2816.0,same,JJ
112854,2816.0,or,CC
112855,2816.0,lower,JJR
112856,2816.0,salary,JJ
112857,2816.0,range,NN
112858,2816.0,shall,MD
112859,2816.0,retain,VB
112860,2816.0,the,DT
112861,2816.0,step,NN
112862,2816.0,advancement,NN
112863,2816.0,date,NN
112864,2816.0,established,VBN
112865,2816.0,for,IN
112866,2816.0,the,DT
112867,2816.0,former,JJ
112868,2816.0,position,NN
112869,2817.0,f.,RB
112870,2817.0,civil,JJ
112871,2817.0,service,NN
112872,2817.0,exempt,JJ
112873,2817.0,half-time,JJ
112874,2817.0,employees,NNS
112875,2817.0,the,DT
112876,2817.0,initial,JJ
112877,2817.0,salary,JJ
112878,2817.0,step,NN
112879,2817.0,advancement,NN
112880,2817.0,for,IN
112881,2817.0,half-time,JJ
112882,2817.0,but,CC
112883,2817.0,le,JJ
112884,2817.0,than,IN
112885,2817.0,full-time,JJ
112886,2817.0,employee,NN
112887,2817.0,in,IN
112888,2817.0,position,NN
112889,2817.0,compensated,VBN
112890,2817.0,on,IN
112891,2817.0,salary,JJ
112892,2817.0,range,NN
112893,2817.0,shall,MD
112894,2817.0,be,VB
112895,2817.0,in,IN
112896,2817.0,the,DT
112897,2817.0,payroll,NN
112898,2817.0,period,NN
112899,2817.0,following,VBG
112900,2817.0,the,DT
112901,2817.0,completion,NN
112902,2817.0,of,IN
112903,2817.0,"1,040",CD
112904,2817.0,regular,JJ
112905,2817.0,paid,VBN
112906,2817.0,hour,NN
112907,2817.0,and,CC
112908,2817.0,12,CD
112909,2817.0,month,NN
112910,2817.0,of,IN
112911,2817.0,service,NN
112912,2818.0,each,DT
112913,2818.0,subsequent,JJ
112914,2818.0,step,NN
112915,2818.0,advancement,JJ
112916,2818.0,shall,MD
112917,2818.0,be,VB
112918,2818.0,in,IN
112919,2818.0,the,DT
112920,2818.0,payroll,NN
112921,2818.0,period,NN
112922,2818.0,following,VBG
112923,2818.0,the,DT
112924,2818.0,completion,NN
112925,2818.0,of,IN
112926,2818.0,"1,040",CD
112927,2818.0,additional,JJ
112928,2818.0,regular,NN
112929,2818.0,paid,VBD
112930,2818.0,hour,NN
112931,2818.0,and,CC
112932,2818.0,one,CD
112933,2818.0,additional,JJ
112934,2818.0,year,NN
112935,2818.0,of,IN
112936,2818.0,service,NN
112937,2819.0,hours,NNS
112938,2819.0,of,IN
112939,2819.0,service,NN
112940,2819.0,in,IN
112941,2819.0,excess,NN
112942,2819.0,of,IN
112943,2819.0,those,DT
112944,2819.0,required,VBN
112945,2819.0,for,IN
112946,2819.0,step,NN
112947,2819.0,advancement,NN
112948,2819.0,in,IN
112949,2819.0,12-month,JJ
112950,2819.0,time,NN
112951,2819.0,period,NN
112952,2819.0,shall,MD
112953,2819.0,be,VB
112954,2819.0,carried,VBN
112955,2819.0,forward,RB
112956,2819.0,for,IN
112957,2819.0,credit,NN
112958,2819.0,in,IN
112959,2819.0,the,DT
112960,2819.0,next,JJ
112961,2819.0,12-month,JJ
112962,2819.0,time,NN
112963,2819.0,period,NN
112964,2820.0,g.,JJ
112965,2820.0,promotional,JJ
112966,2820.0,differential,NN
112967,2820.0,notwithstanding,VBG
112968,2820.0,the,DT
112969,2820.0,rate,NN
112970,2820.0,provided,VBD
112971,2820.0,for,IN
112972,2820.0,in,IN
112973,2820.0,laac,JJ
112974,2820.0,section,NN
112975,2820.0,4.91,CD
112976,2820.0,effective,JJ
112977,2820.0,december,NN
